city,total_orders,total_revenue,average_order_value
New Deanna,3,503.33,167.776666666667
North Garrett,2,552.42,276.21
New Anthonyfurt,1,423.45,423.45
Debraport,1,459.17,459.17
North Shawnton,2,580.82,290.41
Reyesmouth,4,599.51,149.8775
New Kimberlystad,1,87.71,87.71
East Andrewhaven,1,246.33,246.33
North Andrewborough,1,235.31,235.31
North Mathew,2,784.02,392.01
New Thomasshire,2,781.52,390.76
North Kendra,1,258.52,258.52
Brandtmouth,2,547.79,273.895
Port Laurafort,1,376.56,376.56
East Taylorchester,1,483.38,483.38
Bennetthaven,3,715.53,238.51
West Karenside,2,456.14,228.07
New Cassandraberg,1,134.25,134.25
Jessicaport,5,1214.98,242.996
New Joanna,2,393.05,196.525
Watsonland,2,401.02,200.51
Meaganview,1,116.51,116.51
West Veronicaport,1,488.71,488.71
Garychester,2,405.23,202.615
Hurleyton,1,374.51,374.51
East Lynn,2,271.23,135.615
Bradleymouth,1,306.28,306.28
West Shelley,2,528.09,264.045
New Zacharyburgh,1,160.09,160.09
East Rhondaton,1,298.77,298.77
Port Diana,6,1676.37,279.395
Jeremyberg,1,291.01,291.01
Lopezton,1,335.67,335.67
New Austin,5,1023.94,204.788
Mistymouth,1,165.44,165.44
Cortezmouth,1,421.39,421.39
Port Kylechester,1,437.42,437.42
West Tammyburgh,1,141.83,141.83
New Shawnside,1,228.23,228.23
Reginaldburgh,1,381.18,381.18
New Julie,8,1695.8,211.975
Petersenmouth,1,76.46,76.46
Suttonhaven,1,123.03,123.03
New Joannahaven,1,406.15,406.15
North Deanna,2,166.99,83.495
Shawburgh,1,225.19,225.19
Moraburgh,1,247.31,247.31
East Jeffreychester,1,497.71,497.71
Port Garyfurt,1,317.5,317.5
West Traciburgh,1,285.82,285.82
Gilbertview,1,208.79,208.79
Leblancland,1,143.65,143.65
Hoodside,1,68.98,68.98
Bonnieville,1,363.53,363.53
Lake Jerrymouth,1,21.75,21.75
East Sarahberg,1,476.42,476.42
West Richardmouth,1,274.29,274.29
Cainview,1,142.69,142.69
Lake Michelleberg,1,416.77,416.77
East Alfredburgh,1,290.46,290.46
Mcintyreport,3,517.64,172.546666666667
Lake Blakeport,1,233.7,233.7
Donnaburgh,2,543.14,271.57
New Timothyshire,1,312.89,312.89
Port Robertside,2,760.3,380.15
Kimton,2,179.67,89.835
Carrieborough,2,359.26,179.63
Pughfurt,1,471.75,471.75
Camerontown,2,552.59,276.295
Grayton,1,225.46,225.46
West Ronaldbury,1,244.2,244.2
North Bryanhaven,1,321.34,321.34
Gravesside,1,302.52,302.52
Zacharyberg,1,490.88,490.88
Port Brandyside,1,463.36,463.36
Kirkton,1,193.65,193.65
Port Juan,1,434.07,434.07
Payneton,2,165.81,82.905
Lake Thomasborough,1,252.78,252.78
Pamelastad,6,1532.14,255.356666666667
North Maryberg,2,449.24,224.62
Russoberg,1,397.15,397.15
South Bridgetshire,1,378.19,378.19
Lake Toni,1,71.37,71.37
Joshuachester,4,980.24,245.06
Hollyport,1,471.95,471.95
Nicholsville,1,318.35,318.35
Mariafurt,1,246.83,246.83
Johnnyport,1,93.44,93.44
East Adrian,5,1739.39,347.878
Gregberg,1,238.13,238.13
South Lisashire,1,247.08,247.08
Jeanetteberg,1,393.17,393.17
Gonzalesburgh,1,200.15,200.15
Suzanneborough,1,253.8,253.8
Lake Lesliebury,1,278.22,278.22
Andersenmouth,1,138.96,138.96
East Derekport,1,225.62,225.62
South Colin,1,468.18,468.18
North Desireeview,1,383.47,383.47
Courtneyberg,1,488.45,488.45
Port Kathrynhaven,1,344.32,344.32
Port Tristanfort,1,151.63,151.63
Bakerborough,1,269.06,269.06
Mathewbury,1,250.02,250.02
Lyonsbury,1,110.96,110.96
Kiddberg,1,57.1,57.1
South Amyborough,1,166.91,166.91
New Bryanhaven,1,170.95,170.95
South Cindybury,1,410.5,410.5
Andreaview,2,176.26,88.13
East Brentport,1,187.49,187.49
South Williamburgh,1,106.81,106.81
Donnashire,1,404.03,404.03
Hunthaven,2,192.93,96.465
Lake Alexanderchester,1,36.21,36.21
Lake Nathaniel,1,269.33,269.33
Stacyberg,1,278.61,278.61
Rochafurt,1,169.51,169.51
Holtton,1,451.04,451.04
Mikeport,1,417.31,417.31
Port Amyland,1,284.44,284.44
South Kimberlyport,2,517.68,258.84
New Lindaport,1,350.45,350.45
Brockview,1,330.27,330.27
Taraborough,1,466.12,466.12
Lake Alejandroland,1,325.39,325.39
Heathside,1,412.65,412.65
Wandaview,1,347.24,347.24
Farmermouth,1,442.09,442.09
Port Neilport,1,58.38,58.38
Christiebury,1,218.5,218.5
South Tonyaborough,1,237.91,237.91
Mathewsberg,1,51.38,51.38
Mcintyreland,1,226.16,226.16
South Danielshire,1,64.67,64.67
Nathanton,1,254.51,254.51
Davestad,1,451.68,451.68
North Bradybury,1,65.69,65.69
Stoutton,1,379.67,379.67
Port Tiffanyfurt,1,280.78,280.78
Thompsontown,1,100.79,100.79
North Aaronview,1,76.67,76.67
New Tammyfurt,1,256.24,256.24
West Moniquechester,1,424.56,424.56
South Jessicaside,1,160.39,160.39
New Albertstad,1,111.64,111.64
New Lynnchester,1,428.97,428.97
Port Juliachester,1,405.78,405.78
South Carlahaven,1,215.27,215.27
Geraldbury,1,468.4,468.4
New Francesfurt,1,408.8,408.8
Ronniemouth,1,318.25,318.25
Blackton,1,266.82,266.82
Juliashire,1,128.02,128.02
Port Marisa,1,151.35,151.35
Port Daveland,1,335.15,335.15
Joannhaven,1,30.92,30.92
New Christopherburgh,1,490.59,490.59
West Darin,1,197.12,197.12
West Jorgestad,1,108.0,108.0
New Angelicafort,1,491.0,491.0
South Patriciashire,1,318.89,318.89
Phillipberg,1,175.34,175.34
South Laurenton,1,441.4,441.4
Hayesfurt,1,285.73,285.73
South Morganland,1,383.79,383.79
Port Leslieville,1,149.34,149.34
West Tracymouth,1,271.16,271.16
Seanland,1,476.55,476.55
South Melanieburgh,1,351.04,351.04
North Shannonburgh,1,360.94,360.94
South Danielburgh,2,714.27,357.135
New Cynthiabury,1,178.66,178.66
Townsendshire,1,103.86,103.86
New Toddhaven,1,457.65,457.65
East Nathanton,1,48.58,48.58
Jeremiahborough,1,428.18,428.18
Stanleyport,1,270.25,270.25
Elijahhaven,1,415.04,415.04
West Dianefort,1,471.69,471.69
South Danamouth,1,354.21,354.21
Haleburgh,2,498.7,249.35
Hudsonland,1,64.58,64.58
South Marthaberg,1,330.28,330.28
Schaeferchester,1,37.08,37.08
Lake Jasonburgh,1,424.17,424.17
North Earlland,1,457.61,457.61
North Connieside,1,75.13,75.13
South Teresamouth,1,193.7,193.7
Lake Nataliebury,1,219.13,219.13
Lake Christopherburgh,2,504.96,252.48
Waynehaven,1,193.55,193.55
North Donnaport,1,403.71,403.71
Lake Lisaburgh,1,38.4,38.4
Ryanfurt,2,703.16,351.58
Lake Tanya,1,446.47,446.47
West Brentville,1,144.77,144.77
Curryport,1,24.22,24.22
South Donaldside,1,453.25,453.25
East Michellehaven,1,13.68,13.68
Lake Amberville,1,466.61,466.61
Port Johnathan,1,350.8,350.8
Port Alejandro,1,273.49,273.49
East Isabella,1,251.12,251.12
East Jeffreymouth,1,239.25,239.25
Changmouth,1,381.16,381.16
Salasfurt,1,227.47,227.47
North Samanthaland,1,317.56,317.56
Hodgetown,1,466.05,466.05
East Andrebury,1,77.61,77.61
New Julieborough,1,260.65,260.65
South Douglasburgh,1,459.79,459.79
Valdezchester,1,52.15,52.15
Bettyland,1,213.73,213.73
West Paulton,2,562.48,281.24
Robynside,1,167.98,167.98
Joelton,1,480.13,480.13
North Alexandraland,1,340.06,340.06
South Gabrielview,1,217.83,217.83
North Timothyview,1,22.49,22.49
Johnstonfort,1,168.74,168.74
Rhondaborough,1,395.82,395.82
Katherineburgh,1,61.1,61.1
Port Drewville,1,71.47,71.47
Reynoldsville,1,227.53,227.53
Vegatown,1,311.13,311.13
Stephensshire,1,441.52,441.52
New Katie,1,384.49,384.49
North Stevenville,1,46.45,46.45
Glennborough,1,92.08,92.08
East Joshuaside,1,249.95,249.95
South Brendan,1,15.96,15.96
Port Mckenzie,1,317.15,317.15
South Ryanmouth,2,243.12,121.56
Kelleymouth,1,153.46,153.46
South Stacyville,1,264.57,264.57
East Angelaland,1,223.1,223.1
Riversland,1,353.73,353.73
South Brandifurt,1,271.34,271.34
Lake Briannastad,1,206.25,206.25
East Jimmychester,1,325.53,325.53
Singhfurt,1,371.93,371.93
Deniseside,1,37.23,37.23
East Randallhaven,1,410.93,410.93
Port Darleneville,1,97.21,97.21
Gonzalezshire,1,358.93,358.93
New Marc,1,21.46,21.46
West Duanefort,1,130.74,130.74
Gardnerport,1,313.07,313.07
Lake Kevinville,1,233.42,233.42
Mataburgh,1,474.9,474.9
Jacobsside,1,164.24,164.24
North Blake,1,341.27,341.27
North Kennethport,1,68.72,68.72
Jaimemouth,1,143.98,143.98
Ralphstad,1,212.1,212.1
Port Daniellehaven,1,497.05,497.05
Donnabury,1,350.94,350.94
Lake Donaldberg,1,331.76,331.76
Port Emilyborough,1,102.96,102.96
North Juliefurt,1,355.43,355.43
North Whitneyhaven,1,39.86,39.86
New Mckenzieview,1,84.15,84.15
Bishopton,1,148.37,148.37
Lake Joseshire,1,28.65,28.65
New Patriciaville,1,276.91,276.91
Erikaland,2,686.96,343.48
Sonyafort,1,457.1,457.1
Christianbury,1,244.71,244.71
New Jennifertown,1,466.52,466.52
North Matthewhaven,1,265.27,265.27
Manuelton,1,236.7,236.7
New Jacquelinefort,1,363.57,363.57
Port Jacob,1,103.59,103.59
Aliciafort,1,425.23,425.23
North Teresamouth,1,454.15,454.15
Port Marymouth,1,483.47,483.47
Mcintyreborough,1,248.74,248.74
South Virginia,1,70.53,70.53
Jerryfurt,1,405.8,405.8
Coryfurt,1,369.86,369.86
South Mikayla,1,167.83,167.83
South Katrinachester,1,66.54,66.54
South Christophertown,1,57.06,57.06
West Sethbury,1,16.95,16.95
Port Tammyton,1,376.65,376.65
Troyville,1,253.92,253.92
Port Lisafurt,1,372.02,372.02
West Barbarafurt,1,432.73,432.73
Port Nicholashaven,2,585.49,292.745
Mccartyport,1,101.79,101.79
New Selena,1,236.44,236.44
South Alexandraview,1,114.42,114.42
Haysburgh,1,338.07,338.07
Debbieland,1,359.63,359.63
East Keithtown,1,381.22,381.22
Woodwardfort,1,180.71,180.71
Coryfort,1,348.73,348.73
Sandersberg,1,318.25,318.25
Lake Raymondchester,1,460.48,460.48
East Brendaport,1,253.31,253.31
South Crystalberg,1,85.29,85.29
North Rodneymouth,1,119.37,119.37
New Tanyamouth,1,215.74,215.74
West Valerie,1,75.07,75.07
Lake Jamieborough,1,198.58,198.58
North Matthewview,1,322.21,322.21
New Debraberg,1,225.97,225.97
Parkstown,1,339.07,339.07
South Shellyport,1,103.58,103.58
South Jordanfurt,1,215.76,215.76
North Joseview,1,393.07,393.07
East Brendanchester,1,346.04,346.04
New Kristie,1,41.78,41.78
North Susanchester,1,474.62,474.62
West Scotthaven,1,466.77,466.77
Victorport,1,218.73,218.73
Port Kennethfort,1,91.39,91.39
Cummingshaven,1,53.89,53.89
Brianafurt,1,449.63,449.63
Sherritown,1,344.81,344.81
West Justinside,1,322.59,322.59
Petersport,1,422.74,422.74
Robintown,1,280.24,280.24
South Michaelborough,1,498.89,498.89
Fieldsville,1,115.75,115.75
Port Alexandraview,1,437.42,437.42
Lake Laurieborough,1,197.19,197.19
West Abigailborough,1,58.65,58.65
Brandiville,2,497.55,248.775
East Suzannemouth,1,345.66,345.66
Geraldchester,1,171.53,171.53
East Thomastown,1,196.15,196.15
Jimenezmouth,2,605.38,302.69
Peckport,1,348.83,348.83
North Samuelchester,3,703.28,234.426666666667
Alfredborough,1,401.8,401.8
Port Natashamouth,1,464.45,464.45
West Stevenberg,1,96.93,96.93
Lake Rachelmouth,1,365.2,365.2
Frenchhaven,1,178.54,178.54
Ruizbury,1,398.02,398.02
Mcdonaldview,1,421.77,421.77
New Williamstad,1,396.36,396.36
Lake Sheriberg,1,330.04,330.04
Hoganburgh,1,449.42,449.42
West Elizabethbury,1,354.59,354.59
Kristinview,1,355.84,355.84
West Kimberlybury,1,485.53,485.53
Lake Tracyburgh,1,252.94,252.94
South Jonathanville,1,18.69,18.69
Harrellside,1,404.27,404.27
West Ritafurt,1,43.29,43.29
New Erikport,1,414.47,414.47
Sandytown,1,121.2,121.2
Fowlerland,1,365.66,365.66
Lake Laurenborough,1,456.26,456.26
New Charleshaven,1,275.62,275.62
West Jacobport,1,48.0,48.0
North Juliestad,1,292.96,292.96
Angieborough,1,319.66,319.66
Carmenfurt,1,132.74,132.74
Beckerfurt,1,98.49,98.49
North Kaylee,1,26.85,26.85
Beasleyport,1,64.79,64.79
Debbiefort,1,71.21,71.21
New Glendastad,1,204.35,204.35
Lake Helenview,1,95.75,95.75
Fergusonstad,1,54.89,54.89
Kennedyport,1,346.1,346.1
Bradystad,1,263.81,263.81
Newmanberg,1,18.84,18.84
Schaeferstad,1,119.66,119.66
South Alejandrofort,1,36.04,36.04
Kristinshire,1,389.39,389.39
Swansonstad,1,375.55,375.55
Jeanview,1,202.89,202.89
Port Patriciashire,1,342.39,342.39
Sheriburgh,1,210.18,210.18
Nortonfurt,1,421.99,421.99
South Robinville,1,197.2,197.2
Courtneymouth,1,20.13,20.13
Aguilarton,2,54.77,27.385
South Kellyhaven,1,347.71,347.71
Port Tyrone,1,209.74,209.74
East Conniechester,1,293.77,293.77
New Fernando,1,122.89,122.89
Holmesstad,2,90.77,45.385
North Matthewburgh,1,491.59,491.59
Tinaland,1,410.81,410.81
Annbury,1,38.4,38.4
East Cindyborough,1,445.17,445.17
Mccoyberg,1,486.36,486.36
Port Andrewport,1,272.84,272.84
New Cindyhaven,1,311.52,311.52
New Abigailtown,1,182.0,182.0
West Sandraport,1,258.08,258.08
Mckayfort,1,124.48,124.48
Jonview,1,148.74,148.74
New Alexanderville,1,349.54,349.54
Lake Jorgetown,1,449.48,449.48
Ballstad,1,330.83,330.83
Madelineshire,1,329.11,329.11
East Laurenberg,1,291.7,291.7
Mckinneyberg,1,489.69,489.69
Mcclaintown,1,244.89,244.89
South Samanthabury,1,496.73,496.73
Port Leahton,1,105.57,105.57
Port Patriciastad,1,112.29,112.29
Sharonhaven,3,839.49,279.83
North Jenniferview,1,310.49,310.49
Guzmanchester,1,261.47,261.47
East Colton,1,381.38,381.38
Avilachester,1,450.6,450.6
Coffeyburgh,1,406.99,406.99
North Karenville,1,187.3,187.3
North Christy,1,454.62,454.62
Terrichester,1,55.77,55.77
Morenoport,2,686.43,343.215
East Bethbury,1,321.66,321.66
Wesleyberg,1,489.15,489.15
Rickbury,1,478.57,478.57
Port Sally,1,36.03,36.03
Blevinsfurt,1,304.86,304.86
North Patriciaside,1,270.4,270.4
Brooksmouth,1,401.35,401.35
Port Nathaniel,1,362.94,362.94
Claytonborough,2,535.79,267.895
Meadowsburgh,1,144.62,144.62
Port Chadshire,1,186.18,186.18
Mcleanhaven,1,278.28,278.28
New Kelseychester,1,477.33,477.33
Port Valeriebury,1,442.57,442.57
Livingstonchester,1,480.89,480.89
Acostaport,1,39.15,39.15
Jorgemouth,1,189.09,189.09
Waltonburgh,1,379.06,379.06
Port Teresabury,1,488.38,488.38
South Candacebury,1,235.46,235.46
Orrside,1,456.89,456.89
Shellyfurt,1,222.11,222.11
Lake Pamelaland,1,28.57,28.57
West Kevinside,1,50.77,50.77
South Rodney,1,384.35,384.35
Gonzalezburgh,1,441.38,441.38
Shanefurt,1,498.1,498.1
Zhangbury,1,287.55,287.55
Lake Katherineshire,1,25.23,25.23
South Leonard,2,523.67,261.835
Knappland,1,313.41,313.41
West Amyville,2,690.41,345.205
Vanessaport,2,651.05,325.525
Cheyenneburgh,1,449.36,449.36
North Nicholetown,1,293.98,293.98
Jaclynport,1,170.93,170.93
South Patrickfort,1,226.28,226.28
Osbornestad,1,285.39,285.39
Theodoreview,1,365.33,365.33
Shellyberg,1,381.92,381.92
Port Nichole,1,290.06,290.06
New Scottmouth,1,370.93,370.93
South Joshuaborough,1,442.54,442.54
Lake Destinystad,1,166.06,166.06
Bensonside,1,23.65,23.65
Port Kellyshire,2,551.08,275.54
West Travishaven,1,464.76,464.76
Pattersonberg,1,408.18,408.18
Lake Laurie,2,530.81,265.405
Gravesfurt,1,126.85,126.85
West Pamfurt,1,389.71,389.71
Phylliston,1,439.7,439.7
South Ashleyfurt,1,336.71,336.71
Mikestad,1,434.02,434.02
West Angelaville,1,180.05,180.05
South Katherinetown,1,403.49,403.49
Carlsonhaven,1,387.49,387.49
Hubbardborough,1,380.17,380.17
Port Julieshire,1,173.45,173.45
New Lauraland,1,439.28,439.28
South Rita,1,94.96,94.96
North Tiffanymouth,1,340.45,340.45
Levyburgh,1,411.16,411.16
Port Patrickview,1,114.87,114.87
South Coltonborough,1,103.19,103.19
Lake Juliaview,1,450.92,450.92
Garyshire,1,10.7,10.7
Fergusonside,1,28.73,28.73
Bonnieview,1,47.76,47.76
Lake Pamelaside,1,116.16,116.16
South Josephtown,1,494.1,494.1
South Melissaview,1,53.8,53.8
New Tarafort,1,468.63,468.63
East Tanya,1,152.52,152.52
West Nicholasview,1,68.27,68.27
Gallowayview,1,415.92,415.92
Dylanmouth,1,497.94,497.94
East Kristine,1,257.57,257.57
South Marcfurt,1,122.25,122.25
Ortizstad,1,183.89,183.89
Port Monicaside,1,420.98,420.98
Ruizhaven,1,109.09,109.09
South Raymondview,1,465.16,465.16
North Kristenton,1,171.65,171.65
Bergerton,1,488.53,488.53
Longfort,2,603.64,301.82
New Jamiechester,1,53.27,53.27
Hudsonhaven,1,410.87,410.87
New Justinberg,1,202.23,202.23
Port Marissabury,1,421.29,421.29
Morrowmouth,1,226.0,226.0
Clintonberg,1,133.08,133.08
Port Elizabethside,1,192.46,192.46
Erikview,1,424.74,424.74
Johnshire,1,498.22,498.22
Robersonburgh,1,138.57,138.57
West Christophertown,2,746.4,373.2
New Michealberg,1,106.2,106.2
South Deanton,1,299.16,299.16
Lake Carol,1,215.02,215.02
East Marcus,1,328.32,328.32
Villanuevachester,1,156.95,156.95
Hoovershire,1,210.09,210.09
Sandersside,2,788.23,394.115
West Patriciafort,1,74.35,74.35
West Sandraburgh,1,37.06,37.06
East Kevinview,1,260.65,260.65
Dixonmouth,1,219.96,219.96
Glassborough,1,236.3,236.3
Lanceburgh,1,237.01,237.01
Port Cassandramouth,1,37.58,37.58
Chenborough,1,301.46,301.46
Figueroaland,1,321.78,321.78
Port Antoniofurt,1,167.71,167.71
Pattonborough,1,196.92,196.92
Grahamchester,2,604.12,302.06
Tranchester,1,430.65,430.65
Phyllisside,1,145.67,145.67
New Manuel,1,392.25,392.25
New Patrickland,1,392.5,392.5
Lake Shelbyburgh,1,451.63,451.63
New Yvonneborough,1,254.25,254.25
New Monicashire,1,169.96,169.96
North Nicolehaven,1,50.48,50.48
Hintonview,1,112.75,112.75
Weaverfort,1,75.87,75.87
West Marcusfort,1,409.09,409.09
West Joanne,1,232.91,232.91
Port Laurahaven,1,276.6,276.6
South Robinchester,1,347.32,347.32
West Joseport,1,132.97,132.97
Mariechester,1,144.52,144.52
Port Hannahhaven,1,136.28,136.28
Lake Edwardfurt,1,112.54,112.54
Haleyberg,1,101.99,101.99
Hooperburgh,1,350.3,350.3
South Travisborough,1,209.45,209.45
North Annfort,1,341.7,341.7
South Ronaldmouth,1,156.17,156.17
Vickichester,1,156.93,156.93
New Jeffreymouth,2,925.73,462.865
Jensenview,2,626.97,313.485
East Walterstad,1,358.66,358.66
East Cynthiafort,1,173.97,173.97
Loweryview,1,196.28,196.28
Suzannemouth,2,577.04,288.52
Stoutport,1,367.83,367.83
South Karenton,1,18.54,18.54
Romantown,1,262.82,262.82
East Jennifershire,1,374.61,374.61
Grantland,1,95.0,95.0
Sampsonfurt,1,347.92,347.92
North Katherinemouth,1,463.43,463.43
South Phillipmouth,1,87.09,87.09
Haroldville,1,103.96,103.96
East Angelashire,1,62.62,62.62
Cordovatown,1,386.55,386.55
Port Christineland,1,278.1,278.1
West Gloriahaven,1,247.62,247.62
North Lindseystad,1,26.75,26.75
Espinozaview,1,382.97,382.97
South Tonyborough,1,214.14,214.14
East Brooke,1,486.33,486.33
North Jenny,1,346.07,346.07
East Kennethstad,1,207.78,207.78
West Alyssaview,2,590.46,295.23
Montoyafurt,1,352.07,352.07
New Elizabethport,1,148.44,148.44
Phamtown,1,276.01,276.01
North Denisechester,1,411.48,411.48
Annetteton,1,121.18,121.18
West Cheyenne,1,73.24,73.24
Lake Stevenfort,1,54.31,54.31
North Jasonchester,1,193.81,193.81
Donnaberg,1,52.82,52.82
Lake Adrienne,1,409.73,409.73
Victorialand,1,30.29,30.29
Lake Evanborough,1,210.08,210.08
Bushside,1,459.41,459.41
Courtneyview,1,326.5,326.5
Port Dylanchester,1,127.52,127.52
North Anthonyport,1,327.01,327.01
South Michealland,1,377.77,377.77
Smallport,1,207.99,207.99
North Melissafort,1,281.41,281.41
Pearsonborough,1,441.98,441.98
Milesmouth,1,242.35,242.35
Lanehaven,1,470.62,470.62
Xavierchester,1,353.87,353.87
Weavertown,1,374.4,374.4
New Kristine,2,706.03,353.015
Port Johnburgh,1,315.39,315.39
West Loriport,1,212.43,212.43
Cochranchester,1,237.51,237.51
Port Brittanyhaven,1,265.13,265.13
New Williamtown,1,479.61,479.61
Duffyview,1,33.61,33.61
West Kimberlyport,1,252.72,252.72
North Hannahberg,1,49.88,49.88
East Colin,1,192.62,192.62
Erinview,1,106.68,106.68
East Kathyberg,1,458.79,458.79
Port Brittanychester,1,308.8,308.8
West Staceyview,1,439.78,439.78
West Marthaburgh,1,140.75,140.75
West Danielbury,1,32.01,32.01
Xavierton,1,261.23,261.23
South Valerieland,1,148.42,148.42
East Brandonton,2,431.12,215.56
Dominiqueville,1,239.11,239.11
Lake Jodi,2,385.19,192.595
New Seanton,1,149.71,149.71
Lake Megantown,1,246.78,246.78
Boydburgh,1,87.63,87.63
West Johnport,1,173.11,173.11
Hardinborough,1,411.07,411.07
Riggstown,2,573.13,286.565
Port Wendyland,1,408.01,408.01
Desireechester,1,210.64,210.64
Lake Mariofurt,1,279.04,279.04
Port Justinfort,1,151.79,151.79
Serranoview,2,880.1,440.05
East Randall,1,246.98,246.98
North Robertville,1,440.93,440.93
South Deborahhaven,1,71.31,71.31
Khanmouth,2,664.49,332.245
Simsburgh,1,454.87,454.87
West Debraview,1,225.96,225.96
New Joyce,1,498.75,498.75
Wyattbury,1,49.14,49.14
Penningtonfurt,1,245.07,245.07
East Grace,1,348.23,348.23
Cassandraside,1,496.96,496.96
Valdezside,1,67.34,67.34
Carsonside,1,316.3,316.3
Howetown,1,105.58,105.58
Rubioborough,1,200.37,200.37
Petersenview,1,248.09,248.09
New Brandonmouth,1,323.58,323.58
Alexandraville,1,310.63,310.63
Lake Juliamouth,1,490.05,490.05
Mandychester,1,78.92,78.92
Kaiserville,1,58.97,58.97
Manningfurt,1,374.92,374.92
Mcmillanton,1,78.12,78.12
South Paulastad,1,205.07,205.07
West Garrett,1,117.53,117.53
West Kaitlin,1,468.26,468.26
Port Sonyashire,1,463.13,463.13
East Joelville,1,86.39,86.39
Velasquezfort,1,391.36,391.36
New Amandamouth,1,13.56,13.56
Christianchester,1,477.36,477.36
Port Jenniferfurt,1,68.64,68.64
East Kristenbury,1,440.23,440.23
South Nancymouth,1,236.23,236.23
Lake Kylemouth,1,401.02,401.02
East Traci,1,212.8,212.8
Duncanborough,1,469.28,469.28
Crawfordshire,1,320.32,320.32
Lake Samuelburgh,1,135.5,135.5
North Joanfort,1,281.49,281.49
Elainestad,1,411.06,411.06
Lake Catherineview,1,434.8,434.8
West Kimberlyburgh,1,49.7,49.7
West Jessicaport,1,151.8,151.8
Lake Steveport,1,150.55,150.55
East Saraville,1,340.78,340.78
South Michelleberg,1,236.24,236.24
South Johnside,1,191.9,191.9
Port Jerome,1,272.4,272.4
Port Bryanburgh,1,372.85,372.85
North Charleneview,1,308.17,308.17
Hammondberg,1,257.17,257.17
South Shawnfort,1,419.49,419.49
West Calvin,1,263.28,263.28
New Courtneyhaven,1,135.99,135.99
Wallsside,1,98.34,98.34
East Kristiview,1,257.53,257.53
Port Brittanymouth,1,396.92,396.92
Weberberg,1,152.04,152.04
Henryside,1,390.53,390.53
South Angelahaven,1,294.81,294.81
Yoderbury,1,60.51,60.51
Aprilport,1,246.52,246.52
South Ericport,1,232.63,232.63
Port Williamtown,1,30.77,30.77
South Edwardside,1,492.09,492.09
Shellychester,1,56.73,56.73
East Yesenia,1,275.22,275.22
Lake Cheyenne,1,188.76,188.76
Quinnberg,1,77.25,77.25
New Aprilton,1,181.71,181.71
North Patriciaview,1,195.47,195.47
Reyestown,1,112.07,112.07
Billyshire,1,268.87,268.87
Duartemouth,2,333.66,166.83
Velazquezmouth,1,456.09,456.09
Lake Mistyburgh,1,493.93,493.93
Lesterville,1,276.8,276.8
North Anitachester,1,61.39,61.39
Bobport,1,363.74,363.74
Lawrencetown,2,626.26,313.13
Mariabury,1,321.77,321.77
North Walterville,1,23.3,23.3
Port Amberfort,1,61.96,61.96
Laratown,2,851.97,425.985
West Bretthaven,1,174.73,174.73
Mathisberg,1,214.06,214.06
South Franciscohaven,1,429.24,429.24
Mistyside,1,466.04,466.04
Lake Sherryview,1,38.85,38.85
South Justinstad,1,284.81,284.81
Joannafort,1,403.41,403.41
North Kaylahaven,1,414.16,414.16
New Marthafort,1,107.11,107.11
Kirbychester,1,488.61,488.61
New Erinfurt,1,226.06,226.06
Lake Eugene,1,134.29,134.29
Armstrongmouth,1,147.56,147.56
Landryfort,1,241.75,241.75
Port Markville,1,214.85,214.85
New Amandaberg,1,343.75,343.75
Pearsonberg,1,114.73,114.73
South Jonfort,1,29.21,29.21
Lake Brianfurt,1,328.58,328.58
Santosfurt,1,213.78,213.78
New Kylefort,1,37.92,37.92
North Chelseamouth,1,103.51,103.51
Port Randyville,1,457.49,457.49
Port Alanland,2,670.13,335.065
Lake Christine,13,3584.26,275.712307692308
South Lynnmouth,1,361.84,361.84
West Jessica,21,5795.59,275.980476190476
South Daniel,14,3228.29,230.592142857143
Hammondmouth,1,368.97,368.97
Waltersbury,1,93.92,93.92
East Breannastad,1,26.44,26.44
New Monica,3,887.31,295.77
West Veronica,2,484.49,242.245
Hillport,1,30.07,30.07
New Lori,6,1277.5,212.916666666667
Port Johnshire,4,948.08,237.02
Davidbury,17,2761.41,162.435882352941
Port Monica,2,812.85,406.425
North Craig,4,855.25,213.8125
Nicholasside,2,332.83,166.415
East Hannahport,1,37.49,37.49
East Derek,3,1066.5,355.5
West Christinachester,2,440.74,220.37
Anthonyton,10,2580.55,258.055
East Loriside,1,259.27,259.27
Lake Sarahhaven,1,340.57,340.57
Lake Melissaport,1,385.17,385.17
New Donald,7,2369.88,338.554285714286
East Michaeltown,3,694.24,231.413333333333
Daniellemouth,4,821.35,205.3375
Aliceland,2,96.94,48.47
North Gregorymouth,3,769.55,256.516666666667
Lake Samuelberg,1,36.95,36.95
Lindseyshire,1,212.46,212.46
Fredborough,1,199.34,199.34
New Helen,1,156.39,156.39
South Faithchester,1,300.82,300.82
Lewismouth,6,1125.36,187.56
South Denise,1,56.36,56.36
Lake Kayleeside,1,65.96,65.96
New Davidmouth,3,1091.66,363.886666666667
Cassandrafurt,1,211.85,211.85
Walshport,1,162.21,162.21
West Brandontown,2,265.07,132.535
New Matthew,21,5110.85,243.37380952381
Cooperhaven,2,459.2,229.6
Port Josephchester,1,496.89,496.89
Port Rhonda,3,514.62,171.54
Port Jeremyhaven,1,418.66,418.66
Carlside,2,328.74,164.37
East Johnathantown,1,496.91,496.91
Charlesfurt,5,1417.02,283.404
